dataset,dataset_size,model,operator,inform,on_train,sigma,series,median,mean,std
CIFAR10,10000,MinimalResNet,convolution_gaussian_1.0,False,True,0.4,Neural vs Analytical,25.773181915283203,25.737167358398438,3.3191850185394287
CIFAR10,10000,MinimalResNet,convolution_gaussian_1.0,False,True,0.45,Analytical vs GT,19.633270263671875,19.693052291870117,1.5746876001358032
CIFAR10,10000,MinimalResNet,convolution_gaussian_1.0,False,True,0.45,Neural vs GT,18.805381774902344,18.789451599121094,1.2089271545410156
CIFAR10,10000,MinimalResNet,convolution_gaussian_1.0,False,True,0.45,Neural vs Analytical,26.63239860534668,26.998910903930664,3.313324451446533
CIFAR10,10000,MinimalResNet,convolution_gaussian_1.0,False,True,0.5,Analytical vs GT,18.760005950927734,18.851369857788086,1.3000574111938477
CIFAR10,10000,MinimalResNet,convolution_gaussian_1.0,False,True,0.5,Neural vs GT,18.304527282714844,18.3585147857666,1.1056139469146729
CIFAR10,10000,MinimalResNet,convolution_gaussian_1.0,False,True,0.5,Neural vs Analytical,29.228883743286133,28.80406951904297,3.3198418617248535
CIFAR10,10000,MinimalResNet,convolution_gaussian_1.0,False,True,0.6,Analytical vs GT,18.182403564453125,18.096553802490234,1.1145986318588257
CIFAR10,10000,MinimalResNet,convolution_gaussian_1.0,False,True,0.6,Neural vs GT,17.885704040527344,17.880027770996094,1.094773769378662
CIFAR10,10000,MinimalResNet,convolution_gaussian_1.0,False,True,0.6,Neural vs Analytical,32.03824996948242,31.176931381225586,3.0113611221313477
CIFAR10,10000,MinimalResNet,convolution_gaussian_1.0,False,True,0.7,Analytical vs GT,17.233821868896484,17.367197036743164,1.1923285722732544
CIFAR10,10000,MinimalResNet,convolution_gaussian_1.0,False,True,0.7,Neural vs GT,17.11545181274414,17.237028121948242,1.1558014154434204
CIFAR10,10000,MinimalResNet,convolution_gaussian_1.0,False,True,0.7,Neural vs Analytical,33.11993408203125,32.907989501953125,2.71353816986084
